date,home_sigla,home_team,away_sigla,away_team,home_score,away_score
1977-03-06,PAR,Paraguay,COL,Colombia,1,1
1977-03-08,QAT,Qatar,TUN,Tunisia,1,0
1977-03-09,BRA,Brazil,COL,Colombia,6,0
1977-03-13,EGY,Egypt,TUN,Tunisia,2,2
1977-03-13,PAR,Paraguay,BRA,Brazil,0,1
1977-03-20,BRA,Brazil,PAR,Paraguay,1,1
1977-03-22,ARG,Argentina,IRN,Iran,1,1
1977-03-26,BEL,Belgium,NED,Netherlands,0,2
1977-03-26,JPN,Japan,KOR,South Korea,0,0
1977-03-27,AUS,Australia,NZL,New Zealand,3,1
1977-03-30,NZL,New Zealand,AUS,Australia,1,1
1977-03-30,POR,Portugal,SUI,Switzerland,1,0
1977-04-03,KOR,South Korea,JPN,Japan,1,0
1977-04-17,AUT,Austria,TUR,Turkey,1,0
1977-04-22,IRN,Iran,KSA,Saudi Arabia,2,0
1977-04-23,SUI,Switzerland,FRA,France,0,4
1977-04-27,TUN,Tunisia,EGY,Egypt,3,2
1977-04-27,SCO,Scotland,SWE,Sweden,3,1
1977-05-01,ALG,Algeria,SEN,Senegal,2,0
1977-05-26,SWE,Sweden,NOR,Norway,1,0
1977-05-28,SEN,Senegal,MAR,Morocco,3,2
1977-06-04,ENG,England,SCO,Scotland,1,2
1977-06-05,ARG,Argentina,GER,Germany,1,3
1977-06-08,BRA,Brazil,ENG,England,0,0
1977-06-08,SWE,Sweden,SUI,Switzerland,2,1
1977-06-08,URU,Uruguay,GER,Germany,0,2
1977-06-12,ARG,Argentina,ENG,England,1,1
1977-06-12,BRA,Brazil,GER,Germany,1,1
1977-06-14,MEX,Mexico,GER,Germany,2,2
1977-06-15,KOR,South Korea,JPN,Japan,2,1
1977-06-15,URU,Uruguay,ENG,England,0,0
1977-06-18,ARG,Argentina,SCO,Scotland,1,1
1977-06-23,BRA,Brazil,SCO,Scotland,2,0
1977-06-26,ARG,Argentina,FRA,France,0,0
1977-06-30,BRA,Brazil,FRA,France,2,2
1977-07-03,KOR,South Korea,IRN,Iran,0,0
1977-07-27,IRN,Iran,MAR,Morocco,1,1
1977-07-28,IRQ,Iraq,KOR,South Korea,1,1
1977-07-29,IRN,Iran,COD,DR Congo,1,3
1977-07-31,IRQ,Iraq,KOR,South Korea,0,1
1977-08-14,AUS,Australia,IRN,Iran,0,1
1977-08-24,ARG,Argentina,PAR,Paraguay,2,1
1977-08-27,AUS,Australia,KOR,South Korea,2,1
1977-08-31,PAR,Paraguay,ARG,Argentina,2,0
1977-09-07,ENG,England,SUI,Switzerland,0,0
1977-09-07,NOR,Norway,SWE,Sweden,2,1
1977-09-21,SUI,Switzerland,ESP,Spain,1,2
1977-09-27,MEX,Mexico,USA,United States,3,0
1977-10-09,MEX,Mexico,HAI,Haiti,4,1
1977-10-20,CAN,Canada,HAI,Haiti,1,1
1977-10-22,MEX,Mexico,CAN,Canada,3,1
1977-10-23,KOR,South Korea,AUS,Australia,0,0
1977-10-26,NED,Netherlands,BEL,Belgium,1,0
1977-10-30,SUI,Switzerland,NOR,Norway,1,0
1977-10-30,TUR,Turkey,AUT,Austria,0,1
1977-11-11,IRN,Iran,KOR,South Korea,2,2
1977-11-16,GER,Germany,SUI,Switzerland,4,1
1977-11-25,EGY,Egypt,TUN,Tunisia,3,2
1977-11-25,IRN,Iran,AUS,Australia,1,0
1977-11-27,IRQ,Iraq,MAR,Morocco,3,0
1977-12-03,MAR,Morocco,IRQ,Iraq,0,0
1977-12-11,TUN,Tunisia,EGY,Egypt,4,1
1978-02-19,GHA,Ghana,CIV,Ivory Coast,3,1
1978-02-21,IRQ,Iraq,ALG,Algeria,3,0
1978-02-22,GER,Germany,ENG,England,2,1
1978-02-23,IRQ,Iraq,ALG,Algeria,1,0
1978-03-06,MAR,Morocco,TUN,Tunisia,1,1
1978-03-08,FRA,France,POR,Portugal,2,0
1978-03-14,GHA,Ghana,TUN,Tunisia,1,0
1978-03-22,BEL,Belgium,AUT,Austria,1,0
1978-03-29,ESP,Spain,NOR,Norway,3,0
1978-04-01,FRA,France,BRA,Brazil,1,0
1978-04-04,SUI,Switzerland,AUT,Austria,0,1
1978-04-05,GER,Germany,BRA,Brazil,0,1
1978-04-05,TUN,Tunisia,NED,Netherlands,0,4
1978-04-19,ENG,England,BRA,Brazil,1,1
1978-04-19,SWE,Sweden,GER,Germany,3,1
1978-04-25,URU,Uruguay,ARG,Argentina,2,0
1978-04-26,ESP,Spain,MEX,Mexico,2,0
1978-05-03,ARG,Argentina,URU,Uruguay,3,0
1978-05-11,FRA,France,IRN,Iran,2,1
1978-05-19,FRA,France,TUN,Tunisia,2,0
1978-05-19,IRN,Iran,GHA,Ghana,3,0
1978-05-20,AUT,Austria,NED,Netherlands,0,1
1978-05-20,SCO,Scotland,ENG,England,0,1
1978-05-24,URU,Uruguay,ESP,Spain,0,0
1978-06-02,MEX,Mexico,TUN,Tunisia,1,3
1978-06-03,AUT,Austria,ESP,Spain,2,1
1978-06-03,BRA,Brazil,SWE,Sweden,1,1
1978-06-03,IRN,Iran,NED,Netherlands,0,3
1978-06-06,ARG,Argentina,FRA,France,2,1
1978-06-06,GER,Germany,MEX,Mexico,6,0
1978-06-07,AUT,Austria,SWE,Sweden,1,0
1978-06-07,BRA,Brazil,ESP,Spain,0,0
1978-06-07,IRN,Iran,SCO,Scotland,1,1
1978-06-10,GER,Germany,TUN,Tunisia,0,0
1978-06-11,AUT,Austria,BRA,Brazil,0,1
1978-06-11,NED,Netherlands,SCO,Scotland,2,3
1978-06-11,ESP,Spain,SWE,Sweden,1,0
1978-06-14,AUT,Austria,NED,Netherlands,1,5
1978-06-18,ARG,Argentina,BRA,Brazil,0,0
1978-06-18,GER,Germany,NED,Netherlands,2,2
1978-06-21,AUT,Austria,GER,Germany,3,2
1978-06-25,ARG,Argentina,NED,Netherlands,3,1
1978-07-02,ALG,Algeria,IRQ,Iraq,1,1
1978-07-04,ALG,Algeria,IRQ,Iraq,0,0
1978-07-13,IRQ,Iraq,JPN,Japan,0,0
1978-07-13,ALG,Algeria,EGY,Egypt,1,1
1978-07-19,JPN,Japan,KOR,South Korea,0,4
1978-07-22,IRQ,Iraq,KOR,South Korea,0,2
1978-07-25,ALG,Algeria,GHA,Ghana,2,0
1978-07-29,IRQ,Iraq,KOR,South Korea,0,2
1978-08-30,NOR,Norway,AUT,Austria,0,2
1978-09-01,FRA,France,SWE,Sweden,2,2
1978-09-06,SUI,Switzerland,USA,United States,2,0
1978-09-20,AUT,Austria,SCO,Scotland,3,2
1978-09-20,BEL,Belgium,NOR,Norway,1,1
1978-09-20,POR,Portugal,USA,United States,1,0
1978-10-11,POR,Portugal,BEL,Belgium,1,1
1978-10-11,SUI,Switzerland,NED,Netherlands,1,3
1978-10-25,SCO,Scotland,NOR,Norway,3,2
1978-11-08,FRA,France,ESP,Spain,1,0
1978-11-15,AUT,Austria,POR,Portugal,1,2
1978-11-29,POR,Portugal,SCO,Scotland,1,0
1978-12-10,IRQ,Iraq,QAT,Qatar,2,1
1978-12-12,QAT,Qatar,KSA,Saudi Arabia,2,2
1978-12-14,IRQ,Iraq,KSA,Saudi Arabia,1,1
1978-12-15,JPN,Japan,KOR,South Korea,1,3
1978-12-20,GER,Germany,NED,Netherlands,3,1
1979-01-09,CPV,Cape Verde,SEN,Senegal,0,1
1979-02-28,TUR,Turkey,ALG,Algeria,0,1
1979-03-04,JPN,Japan,KOR,South Korea,2,1
1979-03-27,IRQ,Iraq,QAT,Qatar,2,0
1979-03-28,BEL,Belgium,AUT,Austria,1,1
1979-03-28,NED,Netherlands,SUI,Switzerland,3,0
1979-04-01,TUR,Turkey,GER,Germany,0,0
1979-04-04,KSA,Saudi Arabia,QAT,Qatar,7,0
1979-04-08,IRQ,Iraq,KSA,Saudi Arabia,2,0
1979-05-02,AUT,Austria,BEL,Belgium,0,0
1979-05-02,USA,United States,FRA,France,0,6
1979-05-09,NOR,Norway,POR,Portugal,0,1
1979-05-17,BRA,Brazil,PAR,Paraguay,6,0
1979-05-22,ARG,Argentina,NED,Netherlands,0,0
1979-05-26,ENG,England,SCO,Scotland,3,1
1979-05-31,BRA,Brazil,URU,Uruguay,5,1
1979-06-02,SCO,Scotland,ARG,Argentina,1,3
1979-06-07,NOR,Norway,SCO,Scotland,0,4
1979-06-10,SWE,Sweden,ENG,England,0,0
1979-06-13,AUT,Austria,ENG,England,4,3
1979-06-13,NZL,New Zealand,AUS,Australia,1,0
1979-06-16,KOR,South Korea,JPN,Japan,4,1
1979-06-28,SWE,Sweden,NOR,Norway,2,0
1979-08-02,BRA,Brazil,ARG,Argentina,2,1
1979-08-15,NOR,Norway,SWE,Sweden,2,0
1979-08-23,ARG,Argentina,BRA,Brazil,2,2
1979-08-29,AUT,Austria,NOR,Norway,4,0
1979-08-29,ECU,Ecuador,PAR,Paraguay,1,2
1979-09-05,ECU,Ecuador,URU,Uruguay,2,1
1979-09-05,SWE,Sweden,FRA,France,1,3
1979-09-12,GER,Germany,ARG,Argentina,2,1
1979-09-12,NOR,Norway,BEL,Belgium,1,2
1979-09-13,PAR,Paraguay,ECU,Ecuador,2,0
1979-09-16,URU,Uruguay,ECU,Ecuador,2,1
1979-09-20,PAR,Paraguay,URU,Uruguay,0,0
1979-09-26,NED,Netherlands,BEL,Belgium,1,0
1979-09-26,ESP,Spain,POR,Portugal,1,1
1979-09-26,URU,Uruguay,PAR,Paraguay,2,2
1979-10-10,FRA,France,USA,United States,3,0
1979-10-17,BEL,Belgium,POR,Portugal,2,0
1979-10-17,SCO,Scotland,AUT,Austria,1,1
1979-10-24,PAR,Paraguay,BRA,Brazil,2,1
1979-10-31,BRA,Brazil,PAR,Paraguay,2,2
1979-11-01,POR,Portugal,NOR,Norway,3,1
1979-11-21,BEL,Belgium,SCO,Scotland,2,0
1979-11-21,POR,Portugal,AUT,Austria,1,2
1979-12-19,SCO,Scotland,BEL,Belgium,1,3
1979-12-22,GER,Germany,TUR,Turkey,2,0
1979-12-26,TUN,Tunisia,SEN,Senegal,3,1
1980-01-23,ESP,Spain,NED,Netherlands,1,0
1980-01-27,GHA,Ghana,TUN,Tunisia,4,1
1980-01-30,CIV,Ivory Coast,TUN,Tunisia,1,1
1980-01-30,KSA,Saudi Arabia,KOR,South Korea,1,3
1980-02-01,KSA,Saudi Arabia,KOR,South Korea,0,0
1980-02-12,CIV,Ivory Coast,MAR,Morocco,4,4
1980-02-25,MAR,Morocco,SEN,Senegal,3,2
1980-02-26,MEX,Mexico,KOR,South Korea,0,1
1980-02-27,MAR,Morocco,TUN,Tunisia,0,0
1980-03-08,EGY,Egypt,CIV,Ivory Coast,2,1
1980-03-09,ALG,Algeria,GHA,Ghana,0,0
1980-03-13,ALG,Algeria,MAR,Morocco,1,0
1980-03-16,GHA,Ghana,MAR,Morocco,0,1
1980-03-18,BEL,Belgium,URU,Uruguay,2,0
1980-03-19,ALG,Algeria,EGY,Egypt,2,2
1980-03-21,EGY,Egypt,MAR,Morocco,0,2
1980-03-26,FRA,France,NED,Netherlands,0,0
1980-03-26,SCO,Scotland,POR,Portugal,4,1
1980-03-26,ESP,Spain,ENG,England,0,2
1980-04-02,GER,Germany,AUT,Austria,1,0
1980-04-05,SEN,Senegal,TUN,Tunisia,0,2
1980-05-13,ENG,England,ARG,Argentina,3,1
1980-05-21,AUT,Austria,ARG,Argentina,1,5
1980-05-24,SCO,Scotland,ENG,England,0,2
1980-05-31,AUS,Australia,ENG,England,1,2
1980-06-08,BRA,Brazil,MEX,Mexico,2,0
1980-06-08,TUN,Tunisia,MAR,Morocco,0,1
1980-06-12,BEL,Belgium,ENG,England,1,1
1980-06-14,GER,Germany,NED,Netherlands,3,2
1980-06-15,BEL,Belgium,ESP,Spain,2,1
1980-06-18,ESP,Spain,ENG,England,1,2
1980-06-22,BEL,Belgium,GER,Germany,1,2
1980-06-22,SEN,Senegal,MAR,Morocco,0,1
1980-07-06,MAR,Morocco,SEN,Senegal,0,0
1980-08-20,NZL,New Zealand,MEX,Mexico,4,0
1980-08-24,AUS,Australia,MEX,Mexico,2,2
1980-08-26,AUS,Australia,MEX,Mexico,1,1
1980-08-27,BRA,Brazil,URU,Uruguay,1,0
1980-09-10,ENG,England,NOR,Norway,4,0
1980-09-10,SWE,Sweden,SCO,Scotland,0,1
1980-09-10,SUI,Switzerland,GER,Germany,2,3
1980-09-12,HAI,Haiti,CUW,Curaçao,1,0
1980-09-15,CAN,Canada,NZL,New Zealand,4,0
1980-09-17,CAN,Canada,NZL,New Zealand,3,0
1980-09-19,QAT,Qatar,KOR,South Korea,0,2
1980-09-25,PAR,Paraguay,BRA,Brazil,1,2
1980-10-03,TUR,Turkey,KSA,Saudi Arabia,3,0
1980-10-07,POR,Portugal,USA,United States,1,1
1980-10-11,NED,Netherlands,GER,Germany,1,1
1980-10-15,SCO,Scotland,POR,Portugal,0,0
1980-10-15,KOR,South Korea,NZL,New Zealand,1,2
1980-10-18,CAN,Canada,MEX,Mexico,1,1
1980-10-20,KOR,South Korea,MAR,Morocco,1,1
1980-10-25,USA,United States,CAN,Canada,0,0
1980-10-26,MAR,Morocco,NZL,New Zealand,3,0
1980-10-29,SUI,Switzerland,NOR,Norway,1,2
1980-10-30,BRA,Brazil,PAR,Paraguay,6,0
1980-11-01,CAN,Canada,USA,United States,2,1
1980-11-09,MEX,Mexico,USA,United States,5,1
1980-11-16,MEX,Mexico,CAN,Canada,1,1
1980-11-19,BEL,Belgium,NED,Netherlands,1,0
1980-11-19,ENG,England,SUI,Switzerland,2,1
1980-11-19,GER,Germany,FRA,France,4,1
1980-11-23,USA,United States,MEX,Mexico,2,1
1980-12-12,CUW,Curaçao,HAI,Haiti,1,1
1980-12-16,ARG,Argentina,SUI,Switzerland,5,0
1980-12-18,URU,Uruguay,SUI,Switzerland,4,0
1980-12-21,BRA,Brazil,SUI,Switzerland,2,0
1980-12-30,URU,Uruguay,NED,Netherlands,2,0
1981-01-01,ARG,Argentina,GER,Germany,2,1
1981-01-04,ARG,Argentina,BRA,Brazil,1,1
1981-01-07,BRA,Brazil,GER,Germany,4,1
1981-01-10,URU,Uruguay,BRA,Brazil,2,1
1981-01-11,TUN,Tunisia,QAT,Qatar,4,0
1981-02-01,COL,Colombia,BRA,Brazil,1,1
1981-02-03,CPV,Cape Verde,SEN,Senegal,0,1
1981-02-06,JOR,Jordan,IRQ,Iraq,0,2
1981-02-08,JOR,Jordan,IRQ,Iraq,0,2
1981-02-11,MEX,Mexico,KOR,South Korea,4,0
1981-02-12,CPV,Cape Verde,SEN,Senegal,1,5
1981-02-14,ECU,Ecuador,BRA,Brazil,0,6
1981-02-18,ESP,Spain,FRA,France,1,0
1981-02-28,NOR,Norway,SWE,Sweden,2,4
1981-03-08,JPN,Japan,KOR,South Korea,0,1
1981-03-08,MAR,Morocco,IRQ,Iraq,1,1
1981-03-08,KSA,Saudi Arabia,TUN,Tunisia,1,2
1981-03-11,KSA,Saudi Arabia,JOR,Jordan,2,1
1981-03-15,PAR,Paraguay,COL,Colombia,0,2
1981-03-18,QAT,Qatar,IRQ,Iraq,0,1
1981-03-21,KSA,Saudi Arabia,IRQ,Iraq,1,0
1981-03-25,ENG,England,ESP,Spain,1,2
1981-03-25,NED,Netherlands,FRA,France,1,0
1981-03-31,KSA,Saudi Arabia,QAT,Qatar,1,0
1981-04-03,ALG,Algeria,SEN,Senegal,2,0
1981-04-12,TUN,Tunisia,SEN,Senegal,1,0
1981-04-25,NZL,New Zealand,AUS,Australia,3,3
1981-04-26,MAR,Morocco,EGY,Egypt,1,0
1981-04-26,SEN,Senegal,TUN,Tunisia,0,0
1981-04-29,FRA,France,BEL,Belgium,3,2
1981-04-29,GER,Germany,AUT,Austria,2,0
1981-05-08,EGY,Egypt,MAR,Morocco,0,0
1981-05-12,ENG,England,BRA,Brazil,0,1
1981-05-15,FRA,France,BRA,Brazil,1,3
1981-05-16,AUS,Australia,NZL,New Zealand,0,2
1981-05-17,ECU,Ecuador,PAR,Paraguay,1,0
1981-05-19,GER,Germany,BRA,Brazil,1,2
1981-05-23,ENG,England,SCO,Scotland,0,1
1981-05-30,SUI,Switzerland,ENG,England,2,1
1981-05-31,PAR,Paraguay,ECU,Ecuador,3,1
1981-06-17,NOR,Norway,SUI,Switzerland,1,1
1981-06-20,POR,Portugal,ESP,Spain,2,0
1981-06-21,KOR,South Korea,JPN,Japan,2,0
1981-06-24,SWE,Sweden,POR,Portugal,3,0
1981-07-02,COL,Colombia,ESP,Spain,1,1
1981-07-08,BRA,Brazil,ESP,Spain,1,0
1981-07-22,GHA,Ghana,COD,DR Congo,2,2
1981-08-02,COD,DR Congo,GHA,Ghana,1,2
1981-08-09,URU,Uruguay,COL,Colombia,3,2
1981-08-22,IRQ,Iraq,GHA,Ghana,4,0
1981-08-24,IRQ,Iraq,GHA,Ghana,2,2
1981-09-01,SUI,Switzerland,NED,Netherlands,2,1
1981-09-09,BEL,Belgium,FRA,France,2,0
1981-09-09,NOR,Norway,ENG,England,2,1
1981-09-09,SCO,Scotland,SWE,Sweden,2,0
1981-09-12,JPN,Japan,NZL,New Zealand,0,1
1981-09-13,COL,Colombia,URU,Uruguay,1,1
1981-09-13,IRQ,Iraq,KOR,South Korea,1,1
1981-09-18,IRQ,Iraq,JPN,Japan,2,0
1981-09-23,AUT,Austria,ESP,Spain,0,0
1981-09-27,MAR,Morocco,TUN,Tunisia,2,2
1981-10-14,AUT,Austria,GER,Germany,1,3
1981-10-14,NED,Netherlands,BEL,Belgium,3,0
1981-10-14,POR,Portugal,SWE,Sweden,1,2
1981-10-17,KSA,Saudi Arabia,KOR,South Korea,2,0
1981-10-28,KSA,Saudi Arabia,SWE,Sweden,1,2
1981-11-01,SEN,Senegal,MAR,Morocco,2,0
1981-11-06,CAN,Canada,HAI,Haiti,1,1
1981-11-11,HAI,Haiti,MEX,Mexico,1,1
1981-11-15,MEX,Mexico,CAN,Canada,1,1
1981-11-18,FRA,France,NED,Netherlands,2,0
1981-11-18,POR,Portugal,SCO,Scotland,2,1
1981-11-28,NZL,New Zealand,KSA,Saudi Arabia,2,2
1981-12-16,ESP,Spain,BEL,Belgium,2,0
1981-12-19,KSA,Saudi Arabia,NZL,New Zealand,0,5
1982-02-07,TUN,Tunisia,ALG,Algeria,0,1
1982-02-15,GHA,Ghana,CIV,Ivory Coast,5,5
1982-02-17,GER,Germany,POR,Portugal,3,1
1982-02-20,KOR,South Korea,URU,Uruguay,2,2
1982-02-24,ESP,Spain,SCO,Scotland,3,0
1982-03-07,IRQ,Iraq,KOR,South Korea,3,0
1982-03-10,IRQ,Iraq,KOR,South Korea,1,1
1982-03-12,GHA,Ghana,TUN,Tunisia,1,0
1982-03-16,ALG,Algeria,GHA,Ghana,2,3
1982-03-21,BRA,Brazil,GER,Germany,1,0
1982-03-21,KOR,South Korea,JPN,Japan,3,0
1982-03-23,SCO,Scotland,NED,Netherlands,2,1
1982-03-24,ARG,Argentina,GER,Germany,1,1
1982-03-24,SUI,Switzerland,POR,Portugal,2,1
1982-03-29,KSA,Saudi Arabia,QAT,Qatar,1,0
1982-04-28,ESP,Spain,SUI,Switzerland,2,0
1982-05-04,GHA,Ghana,SEN,Senegal,0,0
1982-05-05,BRA,Brazil,POR,Portugal,3,1
1982-05-12,MAR,Morocco,SEN,Senegal,2,1
1982-05-12,NOR,Norway,GER,Germany,2,4
1982-05-19,BRA,Brazil,SUI,Switzerland,1,1
1982-05-25,ENG,England,NED,Netherlands,2,0
1982-05-29,SCO,Scotland,ENG,England,0,1
1982-06-13,ARG,Argentina,BEL,Belgium,0,1
1982-06-15,SCO,Scotland,NZL,New Zealand,5,2
1982-06-16,ENG,England,FRA,France,3,1
1982-06-16,GER,Germany,ALG,Algeria,1,2
1982-06-18,BRA,Brazil,SCO,Scotland,4,1
1982-06-21,ALG,Algeria,AUT,Austria,0,2
1982-06-23,BRA,Brazil,NZL,New Zealand,4,0
1982-06-25,GER,Germany,AUT,Austria,1,0
1982-06-28,AUT,Austria,FRA,France,0,1
1982-06-29,GER,Germany,ENG,England,0,0
1982-07-02,ARG,Argentina,BRA,Brazil,1,3
1982-07-02,ESP,Spain,GER,Germany,1,2
1982-07-05,ESP,Spain,ENG,England,0,0
1982-07-08,GER,Germany,FRA,France,3,3
1982-08-06,KOR,South Korea,SEN,Senegal,0,2
1982-08-11,NOR,Norway,SWE,Sweden,1,0
1982-08-20,GHA,Ghana,SEN,Senegal,2,2
1982-09-22,GER,Germany,BEL,Belgium,0,0
1982-10-03,KSA,Saudi Arabia,MAR,Morocco,2,1
1982-10-06,BEL,Belgium,SUI,Switzerland,3,0
1982-10-13,ENG,England,GER,Germany,1,2
1982-11-10,NED,Netherlands,FRA,France,1,2
1982-11-17,AUT,Austria,TUR,Turkey,4,0
1982-11-17,SUI,Switzerland,SCO,Scotland,2,0
1982-11-21,JPN,Japan,IRN,Iran,1,0
1982-11-23,KOR,South Korea,IRN,Iran,0,1
1982-11-25,KOR,South Korea,JPN,Japan,1,2
1982-11-28,JPN,Japan,IRQ,Iraq,0,1
1982-12-01,KSA,Saudi Arabia,IRQ,Iraq,0,1
1982-12-15,BEL,Belgium,SCO,Scotland,3,2
1982-12-19,TUN,Tunisia,ALG,Algeria,0,1
1983-02-16,POR,Portugal,FRA,France,0,3
1983-02-16,ESP,Spain,NED,Netherlands,1,0
1983-02-22,NZL,New Zealand,AUS,Australia,2,1
1983-02-23,POR,Portugal,GER,Germany,1,0
1983-02-27,AUS,Australia,NZL,New Zealand,0,2
1983-03-06,JPN,Japan,KOR,South Korea,1,1
1983-03-09,SEN,Senegal,MAR,Morocco,1,0
1983-03-10,SEN,Senegal,MAR,Morocco,0,0
1983-03-23,TUN,Tunisia,MAR,Morocco,1,0
1983-03-30,SCO,Scotland,SUI,Switzerland,2,2
1983-04-08,HAI,Haiti,USA,United States,0,2
1983-04-23,TUR,Turkey,GER,Germany,0,3
1983-04-27,AUT,Austria,GER,Germany,0,0
1983-04-27,NED,Netherlands,SWE,Sweden,0,3
1983-04-28,IRQ,Iraq,EGY,Egypt,2,1
1983-05-31,BEL,Belgium,FRA,France,1,1
1983-06-01,ENG,England,SCO,Scotland,2,0
1983-06-02,PAR,Paraguay,URU,Uruguay,0,0
1983-06-07,GHA,Ghana,NZL,New Zealand,0,2
1983-06-08,POR,Portugal,BRA,Brazil,0,4
1983-06-09,URU,Uruguay,PAR,Paraguay,3,0
1983-06-12,AUS,Australia,ENG,England,0,0
1983-06-12,CAN,Canada,SCO,Scotland,0,2
1983-06-15,AUS,Australia,ENG,England,0,1
1983-06-15,KOR,South Korea,GHA,Ghana,1,0
1983-06-16,CAN,Canada,SCO,Scotland,0,3
1983-06-17,SUI,Switzerland,BRA,Brazil,1,2
1983-06-19,AUS,Australia,ENG,England,1,1
1983-06-22,SWE,Sweden,BRA,Brazil,3,3
1983-07-14,PAR,Paraguay,ARG,Argentina,1,0
1983-07-21,ARG,Argentina,PAR,Paraguay,0,0
1983-07-26,ECU,Ecuador,COL,Colombia,0,0
1983-07-29,COL,Colombia,ECU,Ecuador,0,0
1983-08-10,ECU,Ecuador,ARG,Argentina,2,2
1983-08-13,SEN,Senegal,ALG,Algeria,1,1
1983-08-14,EGY,Egypt,TUN,Tunisia,1,0
1983-08-17,ECU,Ecuador,BRA,Brazil,0,1
1983-08-24,ARG,Argentina,BRA,Brazil,1,0
1983-08-25,ALG,Algeria,CIV,Ivory Coast,3,0
1983-08-25,URU,Uruguay,PAR,Paraguay,0,0
1983-08-28,ALG,Algeria,SEN,Senegal,2,0
1983-08-28,TUN,Tunisia,EGY,Egypt,0,0
1983-09-01,BRA,Brazil,ECU,Ecuador,5,0
1983-09-07,ARG,Argentina,ECU,Ecuador,2,2
1983-09-14,BRA,Brazil,ARG,Argentina,0,0
1983-09-21,BEL,Belgium,NED,Netherlands,1,1
1983-09-21,SCO,Scotland,URU,Uruguay,2,0
1983-09-30,CIV,Ivory Coast,GHA,Ghana,0,2
1983-10-05,FRA,France,ESP,Spain,1,1
1983-10-05,GER,Germany,AUT,Austria,3,0
1983-10-12,SCO,Scotland,BEL,Belgium,1,1
1983-10-13,PAR,Paraguay,BRA,Brazil,1,1
1983-10-20,BRA,Brazil,PAR,Paraguay,0,0
1983-10-26,GER,Germany,TUR,Turkey,5,1
1983-10-27,URU,Uruguay,BRA,Brazil,2,0
1983-11-04,BRA,Brazil,URU,Uruguay,1,1
1983-11-09,SUI,Switzerland,BEL,Belgium,3,1
1983-11-16,NED,Netherlands,ESP,Spain,2,1
1983-11-16,TUR,Turkey,AUT,Austria,3,1
1983-11-22,MEX,Mexico,SWE,Sweden,2,0
1983-11-30,ALG,Algeria,SUI,Switzerland,1,2
1983-12-02,CIV,Ivory Coast,SUI,Switzerland,1,0
1983-12-06,MEX,Mexico,CAN,Canada,5,0
1984-01-15,CIV,Ivory Coast,MAR,Morocco,3,3
1984-01-20,EGY,Egypt,TUR,Turkey,1,0
1984-01-22,EGY,Egypt,TUR,Turkey,0,1
1984-01-31,CIV,Ivory Coast,SEN,Senegal,1,0
1984-02-05,CIV,Ivory Coast,SEN,Senegal,4,3
1984-02-21,KSA,Saudi Arabia,ALG,Algeria,4,2
1984-02-27,EGY,Egypt,IRQ,Iraq,1,2
1984-02-29,BEL,Belgium,GER,Germany,0,1
1984-02-29,EGY,Egypt,IRQ,Iraq,0,0
1984-02-29,FRA,France,ENG,England,2,0
1984-03-07,CIV,Ivory Coast,EGY,Egypt,1,2
1984-03-08,ALG,Algeria,GHA,Ghana,2,0
1984-03-10,KSA,Saudi Arabia,QAT,Qatar,1,2
1984-03-17,ALG,Algeria,EGY,Egypt,3,1
1984-03-17,IRQ,Iraq,KSA,Saudi Arabia,4,0
1984-03-25,IRQ,Iraq,QAT,Qatar,1,2
1984-03-28,FRA,France,AUT,Austria,1,0
1984-03-28,HAI,Haiti,CAN,Canada,0,1
1984-03-28,IRQ,Iraq,QAT,Qatar,1,1
1984-04-18,FRA,France,GER,Germany,1,0
1984-05-02,SUI,Switzerland,SWE,Sweden,0,0
1984-05-26,SCO,Scotland,ENG,England,1,1
1984-05-26,SUI,Switzerland,ESP,Spain,0,4
1984-06-01,FRA,France,SCO,Scotland,2,0
1984-06-10,BRA,Brazil,ENG,England,0,2
1984-06-13,URU,Uruguay,ENG,England,2,0
1984-06-14,GER,Germany,POR,Portugal,0,0
1984-06-16,FRA,France,BEL,Belgium,5,0
1984-06-17,BRA,Brazil,ARG,Argentina,0,0
1984-06-17,POR,Portugal,ESP,Spain,1,1
1984-06-20,GER,Germany,ESP,Spain,0,1
1984-06-21,BRA,Brazil,URU,Uruguay,1,0
1984-06-23,FRA,France,POR,Portugal,3,2
1984-06-23,MAR,Morocco,SEN,Senegal,2,1
1984-06-27,FRA,France,ESP,Spain,2,0
1984-07-18,URU,Uruguay,ARG,Argentina,1,0
1984-08-02,ARG,Argentina,URU,Uruguay,0,0
1984-08-22,SWE,Sweden,MEX,Mexico,1,1
1984-08-24,COL,Colombia,ARG,Argentina,1,0
1984-09-01,SUI,Switzerland,ARG,Argentina,0,2
1984-09-05,BEL,Belgium,ARG,Argentina,0,2
1984-09-12,GER,Germany,ARG,Argentina,1,3
1984-09-12,NOR,Norway,SUI,Switzerland,0,1
1984-09-12,SWE,Sweden,POR,Portugal,0,1
1984-09-17,QAT,Qatar,JOR,Jordan,2,0
1984-09-18,MEX,Mexico,ARG,Argentina,1,1
1984-09-29,CUW,Curaçao,USA,United States,0,0
1984-09-30,KOR,South Korea,JPN,Japan,1,2
1984-10-06,USA,United States,CUW,Curaçao,4,0
1984-10-09,MEX,Mexico,COL,Colombia,1,0
1984-10-11,USA,United States,COL,Colombia,1,0
